Уровень	Дата и время	Источник	Код события	Категория задачи
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\9935fcad2172653c8cfe671823c515930ffcdb07
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 14:44:11
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\402412ce632ed8d1423ee6c16557ac845745a847
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 14:44:11
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\402412ce632ed8d1423ee6c16557ac845745a847
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 14:44:11
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
Сведения	02.11.2023 17:44:03	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\ReportingGUID = ABA8DD8A-5F24-41D7-9105-46778E404F4D
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\ReportingGUID = BFF8D807-F723-6A47-5727-6ADE5464A1E3"
Сведения	02.11.2023 5:59:10	Microsoft-Windows-Windows Defender	5010	Отсутствует	Антивирусная программа Microsoft Defender, ведущая поиск шпионских и других потенциально вредоносных программ, выключена.
Сведения	02.11.2023 5:59:10	Microsoft-Windows-Windows Defender	5012	Отсутствует	Проверка Антивирусная программа Microsoft Defender на вирусы отключена.
Сведения	02.11.2023 5:55:48	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\3cd2a526d24a6dffaead2207b48d686efde2a571
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:48
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:48	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\3cd2a526d24a6dffaead2207b48d686efde2a571
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:48
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:48	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\0bb97b4088fb97dc5d75450b6da7f411d9e6ce9b
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:48
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:48	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\0bb97b4088fb97dc5d75450b6da7f411d9e6ce9b
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:48
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\58f3bfeca3c1a87ba07d82cb159f60b9077317ee
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\58f3bfeca3c1a87ba07d82cb159f60b9077317ee
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\7856663818104b23373ed140db5334a6564d897e
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\7856663818104b23373ed140db5334a6564d897e
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\7af88aca8eefa555900008bd255e69f1cb92103d
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\7af88aca8eefa555900008bd255e69f1cb92103d
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\fee4c9fed5aa8255a8b50e4afdfbbbf470399962
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:46	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\fee4c9fed5aa8255a8b50e4afdfbbbf470399962
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:47
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\aae2a35c14869dee172f436b79562b19d54b76d7
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\aae2a35c14869dee172f436b79562b19d54b76d7
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\4db3313b1993e0a3c06c027719cff64db68db367
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\4db3313b1993e0a3c06c027719cff64db68db367
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a788b50f37871aee321f2158317e765a2b14cc9c
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a788b50f37871aee321f2158317e765a2b14cc9c
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\30c02e1f11531d7cca5a2416e6c5607e18592b95
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 864000000"
Сведения	02.11.2023 5:55:01	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\30c02e1f11531d7cca5a2416e6c5607e18592b95
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:55:01
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 864000000"
Сведения	02.11.2023 5:52:51	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a98794ab485dd32f8565b1225642df0410fa5fb8
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:52:51
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:52:51	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a98794ab485dd32f8565b1225642df0410fa5fb8
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:52:51
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:52:51	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\25a0d5e1608dc1089aca42ce303df3829a857eb1
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:52:51
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:52:51	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\25a0d5e1608dc1089aca42ce303df3829a857eb1
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:52:51
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1728000000"
Сведения	02.11.2023 5:51:14	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\8eb602d824da6472c06aeee2890a71256dc140a5
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:51:15
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:51:14	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\8eb602d824da6472c06aeee2890a71256dc140a5
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 2:51:15
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 2592000000"
Сведения	02.11.2023 5:50:11	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection = 0x1"
Сведения	02.11.2023 5:50:10	Microsoft-Windows-Windows Defender	2000	Отсутствует	"Версия механизма обнаружения угроз Антивирусная программа Microsoft Defender обновлена.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Предыдущая версия механизма обнаружения угроз: 1.303.25.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Тип обновления: Полное
 	Пользователь: NT AUTHORITY\СИСТЕМА
 	Текущая версия ядра: 1.1.23090.2007
 	Предыдущая версия ядра: 1.1.16400.2"
Сведения	02.11.2023 5:50:10	Microsoft-Windows-Windows Defender	2000	Отсутствует	"Версия механизма обнаружения угроз Антивирусная программа Microsoft Defender обновлена.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Предыдущая версия механизма обнаружения угроз: 1.303.25.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Тип обновления: Полное
 	Пользователь: NT AUTHORITY\СИСТЕМА
 	Текущая версия ядра: 1.1.23090.2007
 	Предыдущая версия ядра: 1.1.16400.2"
Сведения	02.11.2023 5:50:10	Microsoft-Windows-Windows Defender	2002	Отсутствует	"Версия подсистемы Антивирусная программа Microsoft Defender была обновлена.
 	Текущая версия подсистемы: 1.1.23090.2007
 	Предыдущая версия подсистемы: 1.1.16400.2
 	Пользователь: NT AUTHORITY\СИСТЕМА"
Сведения	24.10.2023 15:14:36	Microsoft-Windows-Windows Defender	5010	Отсутствует	Антивирусная программа Microsoft Defender, ведущая поиск шпионских и других потенциально вредоносных программ, выключена.
Сведения	24.10.2023 15:14:36	Microsoft-Windows-Windows Defender	5012	Отсутствует	Проверка Антивирусная программа Microsoft Defender на вирусы отключена.
Сведения	24.10.2023 12:53:12	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection = 0x1
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection = 0x0"
Сведения	24.10.2023 12:50:54	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\SpyNet\MAPSconcurrencyDss = 0xA
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\MAPSconcurrencyDss = 0xA"
Сведения	24.10.2023 12:50:54	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\SpyNet\SSLOptions = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SSLOptions = 0x3"
