Уровень	Дата и время	Источник	Код события	Категория задачи
Сведения	02.11.2023 19:39:19	Microsoft-Windows-Windows Defender	2000	Отсутствует	"Версия механизма обнаружения угроз Антивирусная программа Microsoft Defender обновлена.
 	Текущая версия механизма обнаружения угроз: 1.399.1733.0
 	Предыдущая версия механизма обнаружения угроз: 1.399.1726.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Тип обновления: Разностное
 	Пользователь: NT AUTHORITY\СИСТЕМА
 	Текущая версия ядра: 1.1.23090.2007
 	Предыдущая версия ядра: 1.1.23090.2007"
Сведения	02.11.2023 19:39:14	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 19:39:14	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 19:15:45	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {A1210D75-55E0-488B-A813-C5789C0054E6}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:00"
Сведения	02.11.2023 19:15:45	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {A1210D75-55E0-488B-A813-C5789C0054E6}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Documents
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:15:02	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1726.0
 	Тип механизма обнаружения угроз: 
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\e94ff59bb1d3b852f9c1b4059fcd1d2c7c3a0176
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 16:15:02
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
Сведения	02.11.2023 19:15:02	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1726.0
 	Тип механизма обнаружения угроз: 
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\347c9881aa1cff6a5db16b91e0c3912c42085ddc
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 16:15:02
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
Сведения	02.11.2023 19:15:01	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Exclusions\Paths\C:\Users\admin\Documents\Script.doc.js = 0x0"
Сведения	02.11.2023 19:12:54	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\PUAProtection = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\PUAProtection = 0x1"
Сведения	02.11.2023 19:11:08	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {9CCC6670-927D-4F76-B1DC-A3814D5DA4DA}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:00"
Сведения	02.11.2023 19:11:08	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {9CCC6670-927D-4F76-B1DC-A3814D5DA4DA}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Documents
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:09:33	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {741C15D6-44BE-4E1D-A55D-C21917054996}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:00"
Сведения	02.11.2023 19:09:33	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {741C15D6-44BE-4E1D-A55D-C21917054996}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Downloads\smb
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:09:13	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {D4A3C11D-6385-4A3F-BDBC-E12CAB5F4F29}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:00"
Сведения	02.11.2023 19:09:13	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {D4A3C11D-6385-4A3F-BDBC-E12CAB5F4F29}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Downloads\smb
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:09:02	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {90302395-9BE9-4675-A1BB-F8E49AB9ABF4}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:00"
Сведения	02.11.2023 19:09:02	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {90302395-9BE9-4675-A1BB-F8E49AB9ABF4}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Downloads\smb
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:08:35	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {9BA149CD-4DCE-43D0-BB49-85FAF5330EC6}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:00:01"
Сведения	02.11.2023 19:08:35	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1726.0
 	Тип механизма обнаружения угроз: 
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\4dbfd12e10bd836c0fba19879845ed2cd90c94c7
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 16:08:36
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 3000000"
Сведения	02.11.2023 19:08:34	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {9BA149CD-4DCE-43D0-BB49-85FAF5330EC6}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Настраиваемая проверка
 	Проверяемые ресурсы: folder:_C:\Users\admin\Documents
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Предупреждение	02.11.2023 19:08:03	Microsoft-Windows-Windows Defender	1002	Отсутствует	"Проверка, выполняемая Антивирусная программа Microsoft Defender, была остановлена до полного завершения.
 	ИД проверки: {6E456989-0956-4542-804C-825FF30AEDB1}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Полная проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 19:07:58	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {6E456989-0956-4542-804C-825FF30AEDB1}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Полная проверка
 	Проверяемые ресурсы: 
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 18:45:07	Microsoft-Windows-Windows Defender	1151	Отсутствует	"Отчет о работоспособности клиента Endpoint Protection (время в формате UTC): 
 	Версия платформы:  4.18.23090.2008
 	Версия подсистемы:  1.1.23090.2007
 	Версия подсистемы проверки сети в режиме реального времени:  1.1.23090.2007
 	Версия службы анализа антивирусной защиты:  1.399.1726.0
 	Версия службы анализа антишпионской защиты:  1.399.1726.0
 	Версия службы анализа безопасности для проверки сети в режиме реального времени:  1.399.1726.0
 	Состояние RTP:  Включен
 	Состояние OA:  Включен
 	Состояние IOAV:  Включен
 	Состояние BM:  Включен
 	Возраст службы анализа антивирусной защиты:  0
 	Возраст службы анализа антишпионской защиты:  0
 	Возраст последней быстрой проверки:  0
 	Возраст последней полной проверки:  4294967295
 	Время создания службы анализа антивирусной защиты:  2023-11-02T07:26:09Z
 	Время создания службы анализа антишпионской защиты:  2023-11-02T07:26:10Z
 	Время начала последней быстрой проверки:  2023-11-02T15:04:24Z
 	Время окончания последней быстрой проверки:  2023-11-02T15:05:03Z
 	Источник последней быстрой проверки:  1
 	Время начала последней полной проверки:  1601-01-01T00:00:00Z
 	Время окончания последней полной проверки:  1601-01-01T00:00:00Z
 	Источник последней полной проверки:  0
 	Состояние продукта: 0x00080000
"
Сведения	02.11.2023 18:45:07	Microsoft-Windows-Windows Defender	1150	Отсутствует	"Клиент Endpoint Protection исправен и работает.
 	Версия платформы: 4.18.23090.2008
 	Версия подсистемы: 1.1.23090.2007
 	Версия службы анализа безопасности: 1.399.1726.0
"
Предупреждение	02.11.2023 18:08:38	Microsoft-Windows-Windows Defender	1002	Отсутствует	"Проверка, выполняемая Антивирусная программа Microsoft Defender, была остановлена до полного завершения.
 	ИД проверки: {5E308F91-3E27-4DD3-B18F-F6065D431006}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Быстрая проверка
 	Пользователь: NT AUTHORITY\СИСТЕМА"
Сведения	02.11.2023 18:08:38	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {5E308F91-3E27-4DD3-B18F-F6065D431006}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Быстрая проверка
 	Проверяемые ресурсы: 
 	Пользователь: NT AUTHORITY\СИСТЕМА"
Сведения	02.11.2023 18:05:03	Microsoft-Windows-Windows Defender	1001	Отсутствует	"Антивирусная программа Microsoft Defender завершила проверку.
 	ИД проверки: {08DE1904-DF5A-49B8-A296-BB67496434A5}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Быстрая проверка
 	Пользователь: DESKTOP-D8PJOFQ\admin
 	Затрачено времени: 0:07:50"
Сведения	02.11.2023 17:57:12	Microsoft-Windows-Windows Defender	1000	Отсутствует	"Антивирусная программа Microsoft Defender начала проверку.
 	ИД проверки: {08DE1904-DF5A-49B8-A296-BB67496434A5}
 	Тип проверки: Антивредоносная программа
 	Параметры проверки: Быстрая проверка
 	Проверяемые ресурсы: 
 	Пользователь: DESKTOP-D8PJOFQ\admin"
Сведения	02.11.2023 17:54:19	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64"
Сведения	02.11.2023 17:54:19	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64"
Сведения	02.11.2023 17:54:19	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\48 = 0x1
 	Новое значение: "
Сведения	02.11.2023 17:54:18	Microsoft-Windows-Windows Defender	2000	Отсутствует	"Версия механизма обнаружения угроз Антивирусная программа Microsoft Defender обновлена.
 	Текущая версия механизма обнаружения угроз: 1.399.1726.0
 	Предыдущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Тип обновления: Разностное
 	Пользователь: NT AUTHORITY\СИСТЕМА
 	Текущая версия ядра: 1.1.23090.2007
 	Предыдущая версия ядра: 1.1.23090.2007"
Сведения	02.11.2023 17:54:18	Microsoft-Windows-Windows Defender	2000	Отсутствует	"Версия механизма обнаружения угроз Антивирусная программа Microsoft Defender обновлена.
 	Текущая версия механизма обнаружения угроз: 1.399.1726.0
 	Предыдущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антивирусная программа
 	Тип обновления: Разностное
 	Пользователь: NT AUTHORITY\СИСТЕМА
 	Текущая версия ядра: 1.1.23090.2007
 	Предыдущая версия ядра: 1.1.23090.2007"
Сведения	02.11.2023 17:54:12	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 17:54:12	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 17:46:01	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1
 	Новое значение: Default\ServiceStartStates = 0x0"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\Signature Updates\EnableUpdateResiliency = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Signature Updates\EnableUpdateResiliency = 0x0"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\31 = 0x901"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\22 = 0x3E"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\15 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\13 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\_4 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\48 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\10 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\_9 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\9 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\7 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\32 = 0x36B0"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\_7 = 0x1"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\Features\TamperProtectionSource = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtectionSource = 0x5"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
Сведения	02.11.2023 17:45:07	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\InstallLocation = C:\Program Files\Windows Defender\
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\InstallLocation = C:\ProgramData\Microsoft\Windows Defender\platform\4.18.23090.2008-0\"
Сведения	02.11.2023 17:45:02	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 17:45:02	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64
 	Новое значение: "
Сведения	02.11.2023 17:45:01	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\Features\TPExclusions = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TPExclusions = 0x0"
Сведения	02.11.2023 17:45:01	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\ServiceStartStates = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
Сведения	02.11.2023 17:45:00	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\IsServiceRunning = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
Сведения	02.11.2023 17:44:59	Microsoft-Windows-Windows Defender	2014	Отсутствует	"Антивирусная программа Microsoft Defender обновление платформы 4.18.23090.2008 успешно выполнено.
"
Сведения	02.11.2023 17:44:49	Microsoft-Windows-Windows Defender	5004	Отсутствует	"Конфигурация функции защиты в реальном времени Антивирусная программа Microsoft Defender изменилась.
 	Функция: Система проверки сети
 	Конфигурация: 1"
Сведения	02.11.2023 17:44:49	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: Default\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x0
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x1"
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x64"
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	5007	Отсутствует	"Конфигурация Антивирусная программа Microsoft Defender изменилась. Если данное событие стало неожиданностью, следует проверить параметры; возможно, изменение вызвано вредоносной программой.
 	Старое значение: 
 	Новое значение: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x64"
Сведения	02.11.2023 17:44:10	Microsoft-Windows-Windows Defender	2010	Отсутствует	"В Антивирусная программа Microsoft Defender использована облачная защита для получения дополнительного механизма обнаружения угроз.
 	Текущая версия механизма обнаружения угроз: 1.399.1695.0
 	Тип механизма обнаружения угроз: Антишпионская программа
 	Пользователь: \
 	Текущая версия ядра: 1.1.23090.2007
 	Тип интеллектуального механизма облачной защиты: Обновление службы анализа безопасности
 	Путь системы устойчивости: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\9935fcad2172653c8cfe671823c515930ffcdb07
 	Версия интеллектуального механизма облачной защиты: 0.0.0.0
 	Метка времени сборки интеллектуального механизма облачной защиты: 02.11.2023 14:44:11
 	Тип ограничения системы устойчивости: Длительность
 	Ограничение системы устойчивости: 1753032704"
